first_id,second_id
133,693.0
134,153.0
134,155.0
134,159.0
134,446.0
134,577.0
134,640.0
134,621.0
135,464.0
135,209.0
135,482.0
135,669.0
135,693.0
136,216.0
136,464.0
136,638.0
136,669.0
136,693.0
137,138.0
137,573.0
138,252.0
138,264.0
138,424.0
138,509.0
139,140.0
139,141.0
139,142.0
139,143.0
139,144.0
139,145.0
139,146.0
139,147.0
139,148.0
141,378.0
141,578.0
141,383.0
142,378.0
142,169.0
142,204.0
142,383.0
142,350.0
149,150.0
150,164.0
150,179.0
150,263.0
150,348.0
150,315.0
150,424.0
150,438.0
150,460.0
150,463.0
150,465.0
150,290.0
150,519.0
150,532.0
150,533.0
150,382.0
150,534.0
150,421.0
150,672.0
150,707.0
151,163.0
151,201.0
151,202.0
151,230.0
151,293.0
151,450.0
151,490.0
151,569.0
151,644.0
151,677.0
151,690.0
151,662.0
152,216.0
152,230.0
152,243.0
152,261.0
152,154.0
152,335.0
152,314.0
152,259.0
152,160.0
152,508.0
152,599.0
152,598.0
152,647.0
152,612.0
152,690.0
152,662.0
152,722.0
153,163.0
153,215.0
153,216.0
153,230.0
153,243.0
153,253.0
153,255.0
153,293.0
153,195.0
153,330.0
153,357.0
153,369.0
153,410.0
153,204.0
153,426.0
153,245.0
153,445.0
153,450.0
153,459.0
153,191.0
153,490.0
153,549.0
153,557.0
153,559.0
153,586.0
153,647.0
153,651.0
153,644.0
153,677.0
153,690.0
153,662.0
153,645.0
153,742.0
154,230.0
154,243.0
154,255.0
154,262.0
154,157.0
154,158.0
154,217.0
154,177.0
154,178.0
154,451.0
154,455.0
154,468.0
154,386.0
154,560.0
154,607.0
154,226.0
154,690.0
154,662.0
154,734.0
155,163.0
155,230.0
155,243.0
155,253.0
155,293.0
155,330.0
155,369.0
155,450.0
155,459.0
155,490.0
155,549.0
155,647.0
155,644.0
155,677.0
155,690.0
155,662.0
155,645.0
156,163.0
156,230.0
156,243.0
156,293.0
156,351.0
156,450.0
156,459.0
156,569.0
156,644.0
156,677.0
156,690.0
156,662.0
157,216.0
157,230.0
157,243.0
157,261.0
157,335.0
157,314.0
157,360.0
157,259.0
157,160.0
157,496.0
157,508.0
157,599.0
157,598.0
157,647.0
157,612.0
157,690.0
157,662.0
157,722.0
158,163.0
158,216.0
158,230.0
158,243.0
158,255.0
158,228.0
158,293.0
158,303.0
158,195.0
158,313.0
158,314.0
158,204.0
158,445.0
158,450.0
158,160.0
158,459.0
158,191.0
158,512.0
158,548.0
158,183.0
158,598.0
158,618.0
158,647.0
158,651.0
158,612.0
158,644.0
158,677.0
158,690.0
158,662.0
158,694.0
158,725.0
158,726.0
159,163.0
159,194.0
159,230.0
159,243.0
159,253.0
159,293.0
159,330.0
159,369.0
159,426.0
159,445.0
159,450.0
159,459.0
159,490.0
159,549.0
159,647.0
159,644.0
159,677.0
159,690.0
159,662.0
159,645.0
160,163.0
160,230.0
160,243.0
160,293.0
160,313.0
160,450.0
160,459.0
160,569.0
160,631.0
160,667.0
160,644.0
160,677.0
160,690.0
160,662.0
161,163.0
161,230.0
161,243.0
161,228.0
161,293.0
161,302.0
161,311.0
161,195.0
161,284.0
161,313.0
161,357.0
161,296.0
161,445.0
161,450.0
161,459.0
161,381.0
161,389.0
161,546.0
161,183.0
161,569.0
161,598.0
161,631.0
161,647.0
161,667.0
161,644.0
161,677.0
161,254.0
161,690.0
161,505.0
161,662.0
161,725.0
161,726.0
162,230.0
162,243.0
162,221.0
162,644.0
162,645.0
162,646.0
162,690.0
162,662.0
165,166.0
166,366.0
166,367.0
166,621.0
168,169.0
168,170.0
168,171.0
168,338.0
168,371.0
168,191.0
168,217.0
168,550.0
168,647.0
169,448.0
169,500.0
169,520.0
169,382.0
169,577.0
169,640.0
169,671.0
171,442.0
171,448.0
171,500.0
171,520.0
171,382.0
171,577.0
171,671.0
173,174.0
173,175.0
173,466.0
174,272.0
174,273.0
174,274.0
175,274.0
175,547.0
175,563.0
175,627.0
175,727.0
177,216.0
178,216.0
179,180.0
